title,overview,homepage
Howling,"A man is found burned to death inside of a car. Detective Sang-Gil (Song Kang-Ho) and his co-workers investigate the scene. Sang-Gil doesn't want to take the case, because it looks like a simple suicide case and won't help him get the promotion that he desperately wants. Furthermore, rookie female detective Eun-Young (Lee Na-Young) is selected as his partner for the case.",http://www.hancinema.net/korean_movie_Howling.php
Helpless,"A woman suddenly disappears. Her fiance then sets out to find her and, in the process, uncovers layers of dark hidden secrets.",http://www.hwacha2012.co.kr/
Familiar Strangers,"""Familiar Strangers"" asks the question. ""Is it really possible to relate to ones parents and siblings after being replaced by the family dog? . . . Perhaps as friends - weird friends?"" An off beat - funny - heartfelt story of family negotiating the changing relationships between parents and children, especially as those children grow into adulthood.",http://www.familiarstrangersmovie.com/
King of Triads,"When the boss of a ruling Hong Kong triad is arrested and executed in China for counterfeiting money, mayhem ensues as the mob's leading contenders circle the throne.",http://www.badbloodpovmovie.com/
"Secretly, Greatly","As a North Korean sleeper cell agent, Ryu-han infiltrates the South and assumes the role of a village idiot in a rural town. He observes the townsfolk and waits patiently for his mission. One day, after 2 years of playing the role of the village idiot, fellow elite spies Hae-rang, posed as a rock star and Hae-jin, posed as an ordinary student, are dispatched to the same town as Ryu-han. He helps the other two spies settle in and teach them how to adjust in the South. There is a sudden drastic political power shift in the North and all three spies receive an urgent and ultimate mission.",http://www.eunwe-movie.kr/index.htm
Overheard 2,"Manson Law, a celebrated stockbroker in Hong Kong, is injured in a car accident. The police, led by Inspector Jack Ho, discovers a military surveillance device in the car wreck. Meanwhile, the wiretapper Joe Szema is unveiling his extensive plan that targets the mysterious financial conglomerate, the Landlord Club. The fate of these three men soon intertwines in the cat-and-mouse game that may bring down the entire stock market.",http://en.wikipedia.org/wiki/Overheard_2
Double Tap,"Leslie Cheung plays Rick Pang, an IPSC champion who is also a gun expert who modifies his pistols to perfect his technique known as 'double tap', placing two shots in the same exact spot.  In the 1996 IPSC Hong Kong shooting competition, he goes up against another experienced shooter named Miu. Unfortunately, the competition was marred by a depressed stock trader, a friend of Miu, who lost much in the stock market and threatened the safety of the contest, wounding the IPSC supervisor, again one of Miu's friend. Rick was forced to kill him with his trademark double tap.  Rick's experience from this encounter was strangely exciting to him and he discovers his lust for murdering others in cold blood.",http://www.sogoodreviews.com/reviews/doubletap.htm
All Things Must Pass,"Established in 1960, Tower Records was once a retail powerhouse with two hundred stores, in thirty countries, on five continents. From humble beginnings in a small-town drugstore, Tower Records eventually became the heart and soul of the music world, and a powerful force in the music industry. In 1999, Tower Records made $1 billion. In 2006, the company filed for bankruptcy. What went wrong? Everyone thinks they know what killed Tower Records: The Internet. But that's not the story. All Things Must Pass is a feature documentary film examining this iconic company's explosive trajectory, tragic demise, and legacy forged by its rebellious founder, Russ Solomon.",https://www.facebook.com/towerrecordsdoc
Goosebumps,"A teenager teams up with the daughter of young adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",http://www.goosebumps-movie.com/
A Ballerina's Tale,"A feature documentary on African American ballerina Misty Copeland that examines her prodigious rise, her potentially career ending injury alongside themes of race and body image in the elite ballet world.",http://www.aballerinastale.com/
Sunset Edge,"Two narratives clash violently in this meditative portrayal of disaffected youth set in a graveyard of abandoned mobile homes known as Sunset Edge. We follow a group of four aimless, suburban teenagers - they skateboard the park, sleep in the sun, and rummage through the decaying remains completely unaware that this is where a lonesome teen is confronting a horrific past. Day turns to night, people disappear, and the secrets of Sunset Edge are revealed in a paralyzing finale.",http://www.sunsetedgefilm.com/
Back in Time,"Cast, crew, and fans explore the classic Back to the Future time-travel trilogy's resonance throughout our culture 30 years after Marty went back in time.",http://backintimefilm.com
Creative Control,"Smooth advertising executive David is in a relationship with yoga teacher Juliette. Then his eye is caught by Sophie, the girlfriend of his best friend Wim, a fashion photographer. Things get completely out of hand during a campaign for augmented reality-glasses, for which David designs an avatar of the coveted Sophie.",http://creativecontrolmovie.com
Sweet Alibis,"Chi-yi is a veteran cop, who values his own safety more than anything else and is therefore infamous for his cowardice and poor efficiency at work. Yi-ping, on the other hand, is just graduated from the police academy and is more than ready to prove herself regardless of any risks. Daughter of the head of the National Policy Agency, Yi-ping is secretly kept away from danger by being appointed to team up with Chi-yi. Starting from a seemingly pointless case of a puppy’s accidental death, from eating chocolate, the essentially incompatible pair unexpectedly digs up the clues to a series of mysterious deaths.  A police rom-com with fully-fledged fantasy is sure to blow your mind!",https://www.facebook.com/sweet.alibis
